ORIGIN,DESTINATION,COMMODITY, TONS ,DATA YEAR
PA,NJ,8099,19854,2015
PA,NY,2229,423380,2015
PA,OH,1000,2911390,2015
PA,OH,4349,443686,2015
PA,OH,8099,8068,2015
PA,OK,8099,15301,2015
PA,PA,1000,3083630,2015
PA,PA,2100,1138083,2015
PA,PA,2229,906717,2015
PA,PA,3200,794038,2015
PA,PA,4349,1024512,2015
PA,PA,8099,6113,2015
PA,RI,8099,96698,2015
PA,SC,8099,36465,2015
PA,TN,8099,50482,2015
PA,TX,2229,25668,2015
PA,TX,8099,241305,2015
PA,VA,2229,102695,2015
PA,VA,8099,449903,2015
PA,WV,1000,1456386,2015
PA,WV,2229,131118,2015
PA,WV,8099,182162,2015
PR,CN,3200,15,2015
PR,CN,7000,44,2015
PR,CN,8099,5,2015
PR,FL,7000,404764,2015
PR,FL,8099,318039,2015
PR,FO,2229,538452,2015
PR,FO,3200,35538,2015
PR,FO,4142,73994,2015
PR,FO,4349,231,2015
PR,FO,4400,96643,2015
PR,FO,4600,13690,2015
PR,FO,5155,24198,2015
PR,FO,5354,7317,2015
PR,FO,6168,26511,2015
PR,FO,7000,105339,2015
PR,FO,8099,9392,2015
PR,NJ,8099,225568,2015
PR,PR,8099,1447075,2015
PR,VI,8099,58597,2015
RI,CT,8099,109268,2015
RI,FO,3200,32452,2015
RI,FO,4349,1,2015
RI,FO,4400,600078,2015
RI,FO,5155,3,2015
RI,FO,7000,15902,2015
RI,MA,3200,56444,2015
RI,MA,8099,149803,2015
RI,MD,8099,7263,2015
RI,ME,8099,2145,2015
RI,NY,8099,1033,2015
RI,RI,3200,23773,2015
RI,RI,8099,22513,2015
RI,VA,8099,7182,2015
SC,CN,6168,74,2015
SC,CN,7000,26,2015
SC,FL,8099,375,2015
SC,FO,1000,426,2015
SC,FO,2229,19613,2015
SC,FO,3100,10669,2015
SC,FO,3200,1088409,2015
SC,FO,4142,1335222,2015
SC,FO,4349,61440,2015
SC,FO,4400,71007,2015
SC,FO,4600,58843,2015
SC,FO,5155,743103,2015
SC,FO,5354,250712,2015
SC,FO,6168,1300968,2015
SC,FO,7000,2205637,2015
SC,FO,8099,459860,2015
SC,GA,8099,3458,2015
SC,MD,8099,12051,2015
SC,NC,8099,15737,2015
SC,NJ,8099,2500,2015
SC,NY,8099,58063,2015
SC,PA,8099,4829,2015
SC,RI,8099,134287,2015
SC,SC,8099,403740,2015
TN,AL,4400,272479,2015
TN,AL,6168,19696,2015
TN,AL,8099,19240,2015
TN,AR,8099,77269,2015
TN,IL,2229,55589,2015
TN,IL,3200,58647,2015
TN,IL,4142,45457,2015
TN,IL,6168,8694,2015
TN,IL,8099,9266,2015
TN,IN,8099,7116,2015
TN,KY,2229,638271,2015
TN,KY,8099,56651,2015
TN,LA,2229,638994,2015
TN,LA,3200,42107,2015
TN,LA,6168,3660225,2015
TN,LA,8099,118885,2015
TN,MN,8099,15304,2015
TN,MO,2229,123096,2015
TN,MO,8099,118401,2015
TN,MS,2229,98871,2015
TN,MS,4400,16538,2015
TN,MS,6168,29061,2015
TN,MS,8099,12697,2015
TN,OH,8099,25338,2015
TN,OK,6168,17476,2015
TN,OK,8099,12777,2015
TN,PA,8099,19942,2015
TN,TN,2229,46497,2015
TN,TN,4349,1835260,2015
TN,TN,4600,109962,2015
TN,TN,8099,41956,2015
TN,TX,2229,31076,2015
TN,TX,3200,11358,2015
TN,TX,8099,13613,2015
TN,WV,8099,40695,2015
TS,AL,8099,44833,2015
TS,FL,8099,24071,2015
TS,LA,8099,163695,2015
TS,OT,8099,552523,2015
TS,PA,8099,26849,2015
TS,SC,8099,16481,2015
TS,TX,8099,526449,2015
TX,AL,2100,1024638,2015
TX,AL,2229,157846,2015
TX,AL,3200,1324992,2015
TX,AL,4400,224993,2015
TX,AL,8099,29653,2015
TX,AR,2229,54704,2015
TX,AR,3100,19427,2015
TX,AR,4400,569892,2015
TX,AR,5354,96482,2015
TX,AR,8099,19255,2015
TX,CA,8099,26843,2015
TX,CN,2100,7793637,2015
TX,CN,2229,3195525,2015
TX,CN,3200,113546,2015
TX,CN,4349,728,2015
TX,CN,4600,682625,2015
TX,CN,5354,822,2015
TX,CN,7000,5842,2015
TX,CN,8099,200950,2015
TX,CT,8099,59352,2015
TX,DE,8099,13806,2015
TX,FL,2229,4873877,2015
TX,FL,3200,2603624,2015
TX,FL,8099,342224,2015
TX,FO,1000,569035,2015
TX,FO,2100,2852273,2015
TX,FO,2229,109012051,2015
TX,FO,3100,326877,2015
TX,FO,3200,26585063,2015
TX,FO,4142,779260,2015
TX,FO,4349,1190429,2015
TX,FO,4400,502946,2015
TX,FO,4600,1396002,2015
TX,FO,5155,312350,2015
TX,FO,5354,595666,2015
TX,FO,6168,14070275,2015
TX,FO,7000,3236060,2015
TX,FO,8099,1984702,2015
TX,GA,2229,72350,2015
TX,GA,3200,387897,2015
TX,HI,8099,35072,2015
TX,IA,8099,7950,2015
TX,IL,2229,354218,2015
TX,IL,3100,41012,2015
TX,IL,3200,529059,2015
TX,IL,5354,36638,2015
TX,IL,8099,1509,2015
TX,IN,2229,42378,2015
TX,IN,5354,17592,2015
TX,IN,8099,956056,2015
TX,KY,2229,86711,2015
TX,KY,3200,350500,2015
TX,KY,4400,61429,2015
TX,KY,5354,42134,2015
TX,KY,8099,23053,2015
TX,LA,2100,17920398,2015
TX,LA,2229,8618020,2015
TX,LA,3100,44094,2015
TX,LA,3200,1947644,2015
TX,LA,4349,52818,2015
TX,LA,4400,95806,2015
TX,LA,5354,18360,2015
TX,LA,6168,156926,2015
TX,LA,7000,5147,2015
TX,LA,8099,293276,2015
TX,MD,8099,39951,2015
TX,ME,8099,8347,2015
TX,MN,8099,65617,2015
TX,MO,3100,18313,2015
TX,MO,8099,46806,2015
TX,MS,2100,614352,2015
TX,MS,2229,324444,2015
TX,MS,3100,24784,2015
TX,MS,3200,251979,2015
TX,MS,8099,3326,2015
TX,NC,8099,123455,2015
TX,NJ,2100,710933,2015
TX,NJ,2229,239396,2015
TX,NJ,8099,132459,2015
TX,NY,8099,14581,2015
TX,OH,2229,106933,2015
TX,OH,3200,89315,2015
TX,OH,8099,83605,2015
TX,OK,8099,7443,2015
TX,OT,2100,7495993,2015
TX,OT,2229,24656,2015
TX,OT,6168,5245,2015
TX,OT,7000,142513,2015
TX,OT,8099,11705,2015
TX,PA,2100,2244745,2015
TX,PA,2229,75794,2015
TX,PA,3200,640947,2015
TX,PA,5354,32386,2015
TX,PA,8099,5849,2015
TX,SC,3200,671926,2015
TX,SC,8099,9128,2015
TX,TN,2229,40964,2015
TX,TN,3100,33204,2015
TX,TN,3200,91064,2015
TX,TN,4400,76311,2015
TX,TN,5354,34880,2015
TX,TS,8099,106003,2015
TX,TX,1000,55995,2015
TX,TX,2100,15824606,2015
TX,TX,2229,41288615,2015
TX,TX,3100,126795,2015
TX,TX,3200,15809728,2015
TX,TX,4349,1132716,2015
TX,TX,4400,79450,2015
TX,TX,5354,361764,2015
TX,TX,6168,37759,2015
TX,TX,7000,3446,2015
TX,TX,8099,6355,2015
TX,VA,2229,34652,2015
TX,VA,8099,44830,2015
TX,WA,8099,123861,2015
TX,WV,2229,207412,2015
TX,WV,3200,242652,2015
TX,WV,8099,5360,2015
VA,AL,8099,9163,2015
VA,CN,1000,764813,2015
VA,CN,3200,23,2015
VA,CN,4142,37,2015
VA,CN,5155,43,2015
VA,CN,5354,3501,2015
VA,CN,6168,992,2015
VA,CN,7000,726,2015
VA,CN,8099,537,2015
VA,CT,8099,21914,2015
VA,DE,8099,150689,2015
VA,FL,8099,31081,2015
VA,FO,1000,25736290,2015
VA,FO,2229,318624,2015
VA,FO,3100,636476,2015
VA,FO,3200,1222714,2015
VA,FO,4142,3522384,2015
VA,FO,4349,71088,2015
VA,FO,4400,161599,2015
VA,FO,4600,93403,2015
VA,FO,5155,570582,2015
VA,FO,5354,462717,2015
VA,FO,6168,5375942,2015
VA,FO,7000,1862364,2015
VA,FO,8099,533038,2015
VA,GA,8099,32085,2015
VA,LA,8099,33170,2015
VA,MA,8099,488685,2015
VA,MD,8099,948076,2015
VA,ME,8099,19546,2015
VA,NC,4400,94238,2015
VA,NC,8099,63421,2015
VA,NJ,2100,186915,2015
VA,NJ,8099,395504,2015
VA,NY,8099,69799,2015
VA,PA,8099,576806,2015
VA,RI,8099,3905,2015
VA,SC,8099,45061,2015
VA,VA,2229,921072,2015
VA,VA,4349,1084092,2015
VA,VA,5354,6416,2015
VA,VA,6168,458845,2015
VA,VA,8099,279955,2015
VI,FL,8099,37852,2015
VI,FO,2229,171751,2015
VI,FO,3200,3,2015
VI,FO,4142,162,2015
VI,FO,4349,56600,2015
VI,FO,5155,31,2015
VI,FO,5354,37,2015
VI,FO,6168,1169,2015
VI,FO,7000,1209,2015
VI,LA,8099,220,2015
VI,NJ,8099,1,2015
VI,PA,8099,1072,2015
VI,PR,8099,23161,2015
VI,RI,8099,338,2015
VI,SC,8099,4,2015
VI,TX,8099,38537,2015
VI,VI,8099,95499,2015
WA,AK,2229,523220,2015
WA,AK,3200,21054,2015
WA,AK,4142,88172,2015
WA,AK,4349,22553,2015
WA,AK,5155,168325,2015
WA,AK,5354,219478,2015
WA,AK,6168,274746,2015
WA,AK,7000,1397627,2015
WA,AK,8099,315764,2015
WA,CA,2229,2719515,2015
WA,CA,4142,27682,2015
WA,CA,7000,11538,2015
WA,CA,8099,166759,2015
WA,CN,2229,1276297,2015
WA,CN,3200,180316,2015
WA,CN,4142,73,2015
WA,CN,4349,60538,2015
WA,CN,4600,32992,2015
WA,CN,5155,10313,2015
WA,CN,6168,32988,2015
WA,CN,7000,1997,2015
WA,CN,8099,188168,2015
WA,FO,1000,246,2015
WA,FO,2229,3848111,2015
WA,FO,3100,333061,2015
WA,FO,3200,880201,2015
WA,FO,4142,6025903,2015
WA,FO,4349,476271,2015
WA,FO,4400,1138349,2015
WA,FO,4600,241896,2015
WA,FO,5155,646581,2015
WA,FO,5354,242787,2015
WA,FO,6168,35625296,2015
WA,FO,7000,1534451,2015
WA,FO,8099,539881,2015
WA,HI,2229,5372,2015
WA,HI,3200,6951,2015
WA,HI,4142,97841,2015
WA,HI,5155,98594,2015
WA,HI,5354,54206,2015
WA,HI,6168,116484,2015
WA,HI,7000,186658,2015
WA,HI,8099,182401,2015
WA,LA,8099,3265,2015
WA,OR,2229,1534748,2015
WA,OR,4142,109483,2015
WA,OR,4349,1185486,2015
WA,OR,8099,2026606,2015
WA,WA,2229,3239772,2015
WA,WA,4142,1872833,2015
WA,WA,4349,2206279,2015
WA,WA,5155,19042,2015
WA,WA,5354,480,2015
WA,WA,7000,36374,2015
WA,WA,8099,1881247,2015
WI,AL,6168,26573,2015
WI,AL,8099,1590,2015
WI,CN,1000,417641,2015
WI,CN,3200,49203,2015
WI,CN,4400,2757170,2015
WI,CN,6168,87704,2015
WI,FO,6168,1238158,2015
WI,IL,8099,24293,2015
WI,IN,4400,5254899,2015
WI,LA,6168,966679,2015
WI,MI,1000,12222855,2015
WI,MI,8099,110925,2015
WI,MN,8099,1087141,2015
WI,MS,8099,6328,2015
WI,NY,8099,222463,2015
WI,OH,8099,571143,2015
WI,TX,8099,14695,2015
WI,WI,7000,8408,2015
WI,WI,8099,11419,2015
WV,AL,8099,615367,2015
WV,AR,8099,12542,2015
WV,IA,8099,56125,2015
WV,IL,8099,934603,2015
WV,IN,1000,897235,2015
WV,IN,2229,128062,2015
WV,KS,8099,6388,2015
WV,KY,1000,1350644,2015
WV,KY,2229,3152437,2015
WV,KY,4400,35257,2015
WV,KY,8099,97024,2015
WV,LA,2100,1192891,2015
WV,LA,2229,17067,2015
WV,LA,8099,78833,2015
WV,MN,8099,13825,2015
WV,MS,8099,43770,2015
WV,OH,1000,12856163,2015
WV,OH,2229,996162,2015
WV,OK,8099,25159,2015
WV,OT,8099,15893,2015
WV,PA,1000,8120102,2015
WV,PA,2229,519247,2015
WV,PA,4349,1172726,2015
WV,PA,8099,14254,2015
WV,TN,2229,61556,2015
WV,TN,8099,260219,2015
WV,TX,2100,238684,2015
WV,TX,2229,87514,2015
WV,TX,8099,37694,2015
WV,WV,1000,11523186,2015
WV,WV,4349,77507,2015
WV,WV,8099,1600232,2015
